,user_id,parent_asin,title_y,weighted_rating
178343,49500,6732,Top Souls Remote Game Controlle come with Silicone Case and Wrist Strap for Nintendo Wii and Wii U - 2Pack - White,4.282933426406676
178388,108950,5110,Call of Duty: Black Ops 4 - Xbox One Standard Edition,4.376178971106975
178391,7604,9687,"HORI Racing Wheel Apex for Playstation 5, PlayStation 4 and PC - Officially Licensed by Sony - Compatible with Gran Turismo 7",4.208270310225666
178507,72314,7814,"Charging Dock for Nintendo Switch Lite, Charging Stand Station Compatible with Nintendo Switch (Coral)",4.333214101642385
178583,38954,5294,"Star Wars ""Darth Vader""",4.68154152345989
178643,82894,3478,Dragon Quest XI (11) [Only In Japanese Language] Echoes of an Elusive Age PS4 Sugisarishi Toki o Motomete [Japan Import],4.387314733963298
178652,32372,10064,"BOBOVR M2 Plus Head Strap,Compatible with Meta Quest 2,Enhanced Comfort and Reduce Facial Stress,VR Accessories（M2 Upgrade）",4.464474453240008
178679,98866,9710,Disney Magical World 2: Enchanted Edition - Nintendo Switch,4.526463302507871
178875,69671,9697,MODDEDZONE White Smart Rapid Fire Custom Modded Controller for Xbox One S Mods FPS Games and More. Control and Simply Adjust Your mods via Your Phone!,4.040753533065511
178892,77689,7503,JLab JBuddies Play Gaming Wireless Kids Headset | Blue | 22+ Hour Bluetooth 5 Playtime 60ms Super-Low Latency for Mobile Gameplay | Retractable Boom Mic | AUX Cord Compatible w/Gaming Consoles,3.9877714775351825
179001,110571,8147,"FASTSNAIL Cooling Fan for Playstation5 Charging Station for PS5 Controller, Charging Dock for Playstation5 Pro Controller for Dualsense with LED Indicators and Game Slots",4.125930635896776
179149,33927,2728,Xbox One Wireless Controller [Without Bluetooth],4.47708295523378
179479,8935,9397,"JETech Screen Protector Compatible with Nintendo Switch (OLED Model) 7-Inch 2021 Release, Tempered Glass Film, 2-Pack",4.6702513110972035
179567,36362,6700,Silicone Analog Thumb Stick Grip Caps Joystick Cap Thumbgrip Thumbstick Cap for Nintendo Switch Lite Console NS Joy-Con Controller (C4),4.283728307916502
179640,28685,8990,"PlayVital Black Ergonomic Stick Caps Thumb Grips for PS5, for PS4, Xbox Series X/S, Xbox One, Xbox One X/S, Switch Pro Controller - with 3 Height Convex and Concave - Diamond Grain & Crack Bomb Design",4.219329168855953
179718,92349,9064,Ninja Gaiden: Master Collection Trilogy (Nintendo Switch) [IMPORT] (Nintendo Switch),4.549431286091547
179764,62730,9491,MageGee 60% Mechanical Keyboard with Red Switches and Sea Blue Backlit Small Compact Portable 60 Percent Gaming Keyboard Gamer(Grey Black),4.33431386942971
179813,55704,9352,EPOS H6Pro - Closed Acoustic Gaming Headset with Mic - Over-Ear Headset – Lightweight - Lift-to-Mute - Xbox Headset - PS4 Headset - PS5 Headset - PC/Windows Headset - Gaming Accessories (Black),4.284141074471357
179842,21790,5271,Game Boy Advance Console in Glacier (Renewed),4.120173806827209
179971,47187,6904,"EVAPLUS 360 E Power Supply, Power Supply Cord AC Adapter Replacement Charger for Xbox 360 E",4.284055925877915
180097,23408,6938,Dr Kawashima's Brain Training (Nintendo Switch),4.481605252067647
180205,65141,6844,2-in-1 Lens Cover for The Oculus Quest 2 (Lens Protector for The Oculus Quest 1 and 2) (with Cleaning Cloth Accessory) by BMTick UK/EU,4.399097958482775
180255,5969,3315,Nintendo Switch Joy-Con Gel Guards - Blue,4.063680291278612
180267,118198,8387,"zime Wireless Earbuds for Android, Earbuds Wireless Bluetooth, Gaming Earbuds with Microphone, Winner, Low Latency Headphones, Touch Control, IPX56 Waterproof Earphones, Breathing Light Black",4.3396446558171204
180318,79330,8153,"KIWI design VR Facial Interface Bracket with Anti-Leakage Nose Pad, 2 pcs PU Leather Anti-Dirt Sweat-Proof Foam Face Cover Pad with Lens Cover for Valve Index Accessories",4.1586295441834045
181010,81908,4198,Crifeir Wired Controller for Xbox 360(Black),4.130623703073054
181121,66033,7477,"GEEKRIA 3.5MM Gaming Earphones Compatible with Google Stadia, New Xbox One, Luna, PS4, Cellphones, PC, Laptop, Earbuds Wired Stereo Bass in-Ear with Microphone and Volume-Control (Black)",4.0189771155523015
181202,31482,5044,"LANMU USB to AC Adapter, Power Supply PC Adapter Compatible with Xbox 360 Kinect Sensor with Charging Cable Cord",4.450996774556694
181324,94089,8918,"Travel VR Carrying Cases Compatible with Oculus Quest 2, Waterproof Hard Organizer Storage Bag Compatible for Quest 2 Accessories, Virtual Reality Gaming Headset and Touch Controllers Gear, Tech Gifts",4.547978980614438
181440,82861,10114,Sonic Forces + Super Monkey Ball: Banana Blitz HD Double Pack - Nintendo Switch,4.521141567820941
181458,29352,9139,"INPHIC Mechanical Gaming Mouse, High Performance Wired Mouse 7200 DPI, 7 Programmable Buttons & Adjustable Mouse Length, On-Board Memory, Metal Mouse Backlit for Office or FPS Gamer",4.389352502979628
181554,34973,10455,"PlayVital Custom Vinyl Decal Skins for ps5 Console, Logo Underlay Sticker for ps5 Console Disc Version & Digital Version - 8 Chrome Shiny Colors & 4 Gradient Styles",4.454021197265287
181563,99159,6237,505 GAMES BLOODSTAINED RITUAL OF THE NIGHT FOR SONY PS4 PLAYSTATION 4 JAPANESE VERSION,4.283293480701894
181579,107352,5093,"Controller Charging Station for Xbox One, Docking Charger Stand with 2 x 1200 mAH Rechargeable Battery for Xbox One/Xbox One S/Xbox One X Controllers(Not for Xbox Series X/S Controller)",4.4197903433182315
181650,74198,9258,"CaseBot Game Card Case for Nintendo Switch Games, [Shockproof] Hard Shell Protective and Durable 24 Slots Card & 24 Slots Micro SD Card Storage Holder Box, Slim and Portable, Ocean Marble",4.7197362199637904
181659,80406,7054,"PUBG Mobile Controller, 16 Shots per Second Auto High Frequency Click Mobile Gaming Controllers for PUBG/Fortnite/Rules of Survival Gaming Grip and Gaming Joysticks for Android iOS Phone",3.8690543891743805
181722,24192,5683,PS4 Slim Skin Joker Vinyl Decal Cover for Sony Playstation 4 Slim + 2 Controllers Sticker,3.9557535907245494
181848,58817,7023,eXtremeRate Classics SNES Style Replacement Touchpad Front Back Shell with Face Buttons Compatible with ps4 Slim Pro CUH-ZCT2 Controller - Controller NOT Included,4.283525193868304
181910,45372,8276,"NBCP Game Controller for Xbox 360,Wired Xbox 360 Controller for PC Windows 7/8 /8.1/10/ Microsoft Xbox360/Xbox 360 Slim USB Gamepad, Joypad with Dual Vibration",4.227008946012143
182203,21783,1621,Gundam Breaker (For Stockpile),4.227985625561956
182223,10371,2730,ZedLabz Ultra 5M braided charging cable for Sony PS4 controllers - gold plated flush fit extra long USB play & charge cable lead – Includes tidy and drawstring storage bag,4.281640903831603
182272,101275,6987,Razer Tartarus Pro Gaming Keypad: Analog-Optical Key Switches 32 Programmable Keys Customizable Chroma RGB Lighting- Programmable Macro Functionality- Variable Key-Press Pressure Sensitivity (Renewed),4.281865137067246
182310,79032,8300,"Controller Charging Dock for Xbox Series X, Xbox Series S, Xbox-one S and Xbox-one X with 800mAh Battery Pack and Battery Cover, MENEEA Dual Charger Stand Station Accessories with Charging Cable",4.17664950702801
182525,92785,4891,"PDP Gaming Wired Controller: Purple Camo - Xbox One, Xbox One X, Xbox One S",4.225183560424339
182529,18325,4110,"Controller Gear Nintendo Switch Skin & Screen Protector Set, Officially Licensed By Nintendo - Splatoon 2 ""Sound The Alarm"" - Nintendo Switch",4.581759649010183
182757,13113,1083,Portal 2 - Xbox 360,4.6350495823215425
182818,75157,110,Nintendo 64 Controller Pak,4.343601111541191
182978,118894,3449,"Ambertown Pack of 8 pcs Analog Controller Gamepad Raised Antislip Thumb Stick Grips Thumbsticks Joystick Cap Cover for PS5, PS4, PS3, Switch Pro, Xbox one, Xbox 360, Wii U, PS2 Controller (Black)",4.034711908096342
183117,30694,4819,Ortz Xbox One Power Supply [ENHANCED QUIET VERSION] AC Adapter Cord Best for Charging - Brick Style - Great Charger Accessory Kit with Cable,3.8812961936218695
183193,107481,7016,"Wireless Joy Pad Controller for Nintendo Switch, Replacement Joy Con with Redesigned Ergonomic Hand Grip Comfortable Handheld Gamepad Remote",4.098158301959214
183863,115225,8544,Wireless Mouse Cute Cartoon Hamster Shape Mini Silent Click Ergonomic Design 2.4G USB Portable Cordless Mouse 1200 DPI Small Mice for Notebook/MacBook/PC/Laptop/Computer for Kids Girl Gift (Yellow),4.229246605783498
183872,107274,6367,"REYTID Game Capture Party Link Cable Adapter for Elgato, Hauppauge, AVerMedia, Roxio, HopCentury, Razer & More! - Lead Chat Talk Gaming Playstation Compatible with Microsoft Xbox One / PS4",4.2890421261799325
183943,87394,4838,"Gaming Headset with Mic,Vibration Surround Sound Over Ear Headphones with Led Light,Volume/Vibration Control,Wired 3.5MM Jack Gaming Headphones for Xbox One,PS4,PC,Laptops,Mac,Ipad,iPhone (Black1)",4.020458158484487
183950,7503,6278,"BENGOO G9000 Stereo Gaming Headset for PS4, PC, Xbox One Controller, Noise Cancelling Over Ear Headphones with Mic, LED Light, Bass Surround, Soft Memory Earmuffs for Laptop Mac Nintendo Switch-Pink",4.142409816744546
183968,83047,8510,DLseego Switch Lite Skin Sticker Pretty Pattern Full Wrap Skin Protective Film Sticker Design for Nintendo Switch Lite-Party,4.533478172356008
184114,94951,8888,"Redragon H350 RGB Wired Gaming Headset, Dynamic RGB Backlight - Stereo Surround-Sound - 50MM Drivers - Detachable Microphone, Over-Ear Headphones Works for PC/PS4/XBOX One/NS",4.351782049207744
184130,52606,6371,WEPIGEEK Adjustable Wireless Controller Phone Clip Compatible with Xbox/Xbox One/Elite Bluetooth Gamepad,4.2868164980899515
184156,81013,3502,Nintendo Amiibo Beyonetta 2P Fighter (Smash Brothers series) Japan Import,4.617345021019178
184170,81013,5591,Shin Megami Tensei: Strange Journey Redux - Nintendo 3DS,4.519744413375061
184174,81013,3217,Nintendo Alm & Celica amiibo 2-Pack - Nintendo 3DS,4.543847488493363
184262,124970,7835,Replacement Full Set Button Bumper Trigger Buttons Guide Dpad RT LT RB LB ABXY ON Off Button Kit for Xbox One Slim Xbox One S Controller (Chrome Purple),3.9547689742277887
184273,48612,2419,TNP PS4 Controller Phone Clip Holder Clamp Mount Bracket for Sony Playstation 4 PS4 Dual Shock Wireless Controller [Playstation 4],4.1773318468531855
184325,123794,4726,HITMAN 2 (PS4),4.562710565080901
184399,79129,7297,"YHT Wireless Joy Pad Controller for Switch, Replacement with Redesigned Ergonomic Hand Grip Comfortable Handheld Gamepad Remote(Pink&Green)",4.146043873479723
184508,48872,8578,"eXtremeRate Cross Opening Screwdrivers Kit, Assemble Disassemble Tools Set with Springs and Tweezers Screws for Nintendo Switch Console Joy Con",4.413479663374056
184590,26338,3715,"Amazon Basics Gaming Headset For Nintendo Switch, Xbox One, PlayStation 4 and PC - Blue",3.8975768542681464
184709,28493,2170,Creative Sound Blaster Tactic3D Rage Wireless Gaming Headset v2,4.0789133815938525
184730,120961,8217,Zombie Army Trilogy - Nintendo Switch,4.346293347342774
184988,77374,8421,"Game Traveler Donkey Kong Nintendo Switch Case - Switch OLED Case for Switch OLED & Original Switch, Adjustable Viewing Stand & Bonus Game Cases, Deluxe Handle, Licensed Nintendo Switch Game case",4.616172903507001
185028,13591,7153,Ghost Of Tsushima (PS4),4.661327526894953
185033,13591,6789,Ubisoft Just Dance 2020 (Nintendo Switch),4.505618254399866
185080,7613,3530,"eXtremeRate FPS Games FastScope No Scope TV Decal for PS5, for PS4, for Xbox Series X/S, for Xbox One S/X, for Xbox One, for Xbox 360, PC - 10pcs in 2 Size 5 Designs",4.08575093249648
185116,47549,8912,Custom Vinyl Skin Sticker Decal Cover for Xbox One Controller with Your Own Picture,4.13144010121726
185201,69203,8673,"EVGA USB Z20 RGB Optical Mechanical Gaming Keyboard, Optical Mechanical Switches (Clicky), 812-W1-20US-KR, Black",4.231342156976709
185229,121036,8916,"BINNUNE USB Headset with Microphone for Computer Laptop Zoom Conference Call Center, PC Office Wired Stereo Headphones Noise Cancelling Boom Mic",4.150359096404875
185452,91318,448,Thrustmaster USB T-Flight Stick X (Windows),4.380109548857229
185680,67123,8303,Batmax 2 Packs 2000mAh LIP1522 Battery for Sony Playstation 4 PS4 Slim Pro Dualshock 4 CUH-ZCT2 CUH-ZCT2U CUH-ZCT1E CUH-ZCT1H CUH-ZCT1U Wireless Controller (Big and Small Plug),4.222969936962382
185714,62843,4358,Detroit Become Human - Playstation 4 (PS4),4.457680296542278
185899,51030,6043,Sliq Gaming Xbox Pro-Hex Thumb Stick Grips – Xbox Series X|S & Xbox One,4.362846456205798
186142,79830,2363,Insten Battery Wall Charger Compatible With Sony PSP-110 PSP-1001 PSP 1000 / PSP Slim & Lite 2000 / PSP 3000 Replacement AC Adapter,4.475429174109753
186145,79830,6126,WADEO Remote and Controlle,4.155626109689484
186262,8692,8945,"Matte Black Plates with Light Sabers, Toys & Games",4.452018744552876
186325,97402,5773,"GAEMS Guardian Pro Xp - Ultimate Gaming Environment for PS4, Pro, Xbox One S, Xbox One X, Atx PC (Consoles Not Included) - Not Machine Specific , Case",4.3535678992370865
186587,52981,9438,ASTRO Gaming A10 Headset for Xbox One/Nintendo Switch / PS4 / PC and Mac - Wired 3.5mm and Boom Mic w/Velvet Pouch Bag - Bulk Packaging - (Blue/Black),4.163718416600301
186601,52981,7834,"Cooler Master ARGB LED Controller with 4 x 3-Pin Ports - Multiple Colour Effects, Thermal Detection Mode, 4-Pin RGB Device Compatible",4.110540952403477
186716,87841,6464,"Game Mic Replacement for Kingston HyperX Cloud Alpha Gaming Headset, 3.5mm Headphone Microphone Boom",4.104759233846883
186788,95247,5852,Overpass (PS4) - PlayStation 4,4.28838872412419
186850,4060,9956,"Cooling Fan for Xbox Series X Mviioe Xbox Series X Cooling Stand with LED Indicator, Extra Big Turbo Fan, USB 2.0 Ports (Only Compatible with Xbox Series x)",4.424273118541963
186982,111887,3935,HORI PS Vita 2000 L2/R2 L3/R3 Remote Play Assist Attachment,4.416063788472397
187193,8238,5665,"2019 Hub Dock, USB Hub for Nintendo Switch with 4 Output Ports for Wired Pro Controllers, Keyboard, Joy-Con Dock, Switch Controller Adapter, Mobile Phone, etc",4.362432932173841
187199,58897,8925,"Kinect Adapter for Xbox 360, USB to AC Power Supply PC Adapter Compatible with Mircosoft Xbox 360 Kinect Sensor System with Charging Cable Cord",4.399631831718316
187347,91155,7003,"YHT Wireless Joy Pad Controller for Switch, Replacement with Redesigned Ergonomic Hand Grip Comfortable Handheld Gamepad Remote(Grey)",4.146043873479723
187372,49601,3720,"BASSTOP Portable Dock Replacement Case for Nintendo Switch (Only The case, You Have to DIY with The Circuit Board chip from The Original Dock) (Black)",4.472626863195904
187636,48584,8606,eXtremeRate Mint Green Soft Touch Custom Bottom Shell w/Battery Cover for Xbox Series S/X Controller - Controller & Side Rails NOT Included,4.28838872412419
187680,27142,2944,The Elder Scrolls V: Skyrim Special Edition - Xbox One (Imported Version),4.485843031512219
187979,35991,7665,INPHIC Wired Mouse with 6 Button Silent Click Ergonomic 1.5M USB Cable Computer Mouse Gamer Mice Silent Click 4000DPI Optical Mouse for PC Laptop-Grey,4.2285009416133805
188037,83168,4007,"Lammcou Hand Grip for Switch Lite, Ergonomic Gaming Handle Holder & Joystick Caps for Switch Lite Accessories Kit",4.401965975166727
188072,38247,5643,"Luxcoms RGB Gaming Mouse Pad, LED Soft Extra Extended Large Mouse Pad, Anti-Slip Rubber Base, Computer Keyboard Mouse Mat-31.5 X 12 Inch",4.485133125620655
188194,52542,2427,PlayStation4 Glacier White (CUH-1200AB02) [Japan Import],4.106618079567866
188238,30238,2008,"Wheel Stand Pro TX Deluxe Steering Wheelstand Compatible With Thrustmaster T500RS, T300RS, TX458, TS-TW, TS-PC, TX Leather,T150, T150 Pro, GT, T-GT and TMX/TMXPRO. V2. Wheel & Pedals Not included",4.291623176854053
188377,70210,9799,eXtremeRate Soft Touch Grip Classics NES Style Console Back Plate DIY Replacement Housing Shell Case for Nintendo Switch Console with Kickstand – JoyCon Shell NOT Included,4.431641139440583
188394,55033,4937,"OIVO PS4 Stand Cooling Fan Station for Playstation 4/PS4 Slim/PS4 Pro, PS4 Pro Vertical Stand with Dual Controller EXT Port Charger Dock Station and 12 Game Slots",4.465478464412669
188439,76033,4215,"Amazon Basics Gaming Headset for PC, Switch, Xbox, PS4",4.207841646445459
188443,83106,6779,Razer - Viper Wired Optical Gaming Mouse with Chroma RGB Lighting - Black (Renewed),4.476001913539134
188520,52671,498,Super Mario Sunshine,4.382903803671368
188666,83021,6759,"ABMSNO Racing Games Steering Wheel Grip-Suitable for Nintendo Switch Mario Kart, Joy-Con Steering Wheel, Black & Black (Kids Edition)",4.214280812476257
188752,18704,1399,PS3 God of War: Ascension,4.628851304567165
188844,91989,1861,Turtle Beach - Ear Force PLa Gaming Headset - PS3 (Discontinued by Manufacturer),3.9692819026046244
188866,107404,2690,Jadebones 2X Black Silicone Skin Case Cover with Wrist Strap for Wii Remote Controller,4.388414212910362
188867,107404,7094,Wii Super Mario Galaxy 2 - World Edition,4.446545753597506
188902,119472,2897,"WHITEOAK PS4 Keyboard, Bluetooth Wireless Mini Chatpad, Great KeyPad Adapter for PlayStation 4 PS4, Slim, Pro Controller",3.942099011799794
189059,114376,4625,Doom: Eternal (Xbox One),4.4652093832091
189133,111507,5201,Hello Neighbor (PS4),4.205608044810214
189174,7890,3452,"TAKECASE Extra Large Stylus Pens - Lightweight & Durable, Compatible with 3DS XL, 2DSXL, 3DS, 2DS, Wii u and More, 3 Stylus Pen Pack (Green)",4.398963601569969
189239,115697,2241,Venom Twin Sony Docking Station - Dual Charging for PS4 Controller/Gamepad - PlayStation 4,4.297273109453408
189414,65481,4617,NBA Live 19 - PlayStation 4,4.480001851812065
189424,71890,7142,Mega Man Zero/Zx Legacy Collection - Nintendo Switch Standard Edition,4.714953817307792
189477,71890,3598,Nintendo amiibo - Bayonetta (SSB),4.5708288863720625
189714,68831,9917,"Cable Guys - Halo Figures Master Chief Infinite Gaming Accessories Holder & Phone Holder for Most Controller (Xbox, Play Station, Nintendo Switch)",4.662559332114307
189820,123514,4335,The Crew 2 (PS4),4.5813456103716135
189923,38547,8762,Pokemon: Brilliant Diamond (Nintendo Switch) (European Version),4.7608031162551985
189927,38547,7633,"Semeving for Nintendo Switch Case,Soft Protective Case with Ergonomic Grip Design,Shock-Absorption&Anti-Scratch(Black)",4.499461010977676
190170,87333,7524,"Extension Cable Cord for Original Nintendo NES 7P Controller 2-Pack 1.8M/6FT, Premium Replacement Extension Cable for The Original (1985) Nintendo NES Controller, not The NES Classic (2016).",4.283728307916502
190248,64897,3679,Pokémon Ultra Moon (Nintendo 3DS),4.294015952029746
190303,57943,5562,Nintendo Splatoon Series - Octoling Boy Amiibo Japan Import,4.612154824895133
190334,32957,7261,"FYOUNG Charger for Joy Cons Controller, Charging Dock Base Station for Joy Cons and Game Card Storage Holder with 28 Game Card Slots Accessories Kits Compatible with Switch",4.394905352879566
190343,84437,2408,Doom - Xbox One (Imported Version),4.503593981035787
190404,26503,9700,eXtremeRate White Classical Symbols Custom Replacement Full Set Buttons for ps4 Slim Pro CUH-ZCT2 Controller - Compatible with ps4 DTFS LED Kit - Controller NOT Included,4.3774288399069174
190437,54443,9217,M.L.B. The Show 21 [Xbox One],4.2842879163744
190438,54443,5937,Xbox One - Call of Duty: Modern Warfare - [PAL EU - NO NTSC],4.510250969034148
190542,9940,7656,36 Pieces Cute Cat Paw Replacement Thumb Grips Caps Cover Silicone Luminous Analog Controller Joystick Thumb Stick Cap Compatible with PS5 PS4 PS3 PS2 Xbox 360 Xbox One Controllers,4.480001851812065
190595,95023,7938,"3DS XL Stylus Pen, Replacement Stylus Compatible with Nintendo 3DS XL, 4 in 1 Combo Touch Styli Pen Set Multi Color for 3DS XL",4.343817752598011
190623,44013,4327,"BUTFULAKE Gaming Headphones for Nintendo Switch,PS5,PS4,Xbox One,Noise Cancelling Over-Ear Headphones 3.5mm Wired Kids Headphones with Mic,PC Gaming Headsets with Microphone LED Lights (RED-Black)",4.3696553698333656
190665,112002,10739,"Cooling Fan with Charging Stand for Xbox Series S Console and Controller, Dual Charger Dock Accessories with 2 x 1400mAh Rechargeable Battery and Cover, Headphone Mount for Xbox Series S",4.4080262603382385
190777,54095,7578,"PXN Arcade Fight Stick, Street Fighter Arcade Game Fighting Joystick with USB Port, with Turbo & Macro Functions, Suitable for PS3 / PS4 / XBOX ONE/Nintendo Switch/PC Windows.",4.218095022283316
190878,65207,1798,Sonic Generations: Essentials (PS3),4.4562156172989305
190896,112266,3578,LiNKFOR Wii to HDMI Adapter with 3ft HDMI Cable Wii to HDMI Converter Support 3.5mm Jack Audio&1080P/720P Video Output and All Wii Display Mode 720P NTSC wii Converter to hdmi Cable for HDTV,4.358722168183487
191002,24017,7869,Wireless Bluetooth Gaming Mouse Rechargeable with 7 Button Rainbow RGB Multi Color Breathing Backlit 3 Adjustable DPI Ergonomic Grip Slient Click Power Saving Mode for PC Mac Gamer Officer(StarBlack),4.099317195724966
191038,135,7713,Superdrive - Racing steering wheel Drive Pro,4.016471078013086
191080,56249,1568,The Last Of Us Remastered - PS4 [Digital Code],4.390507452783616
191211,15179,3096,logitech Pro Flight X56 Rhino HOTAS,4.0628634849636
191283,100769,4883,Taifond Anti-Slip Silicone Controller Cover Protective Skins for PS4/SLIM/PRO Controller with 4 Thumb Grip Caps (Black&Blue),4.363158408714565
191349,75940,7628,"Wireless Controller for PS3, Controller for Playstation 3, Wireless Bluetooth Gamepad with USB Charger Cable for PS3 Console, 2 Pack(Black)",4.371340081501663
191399,38521,643,Gioteck PS3 Dual L / R Triggers Controller Attachments for Playstation 3,3.990862022518816
191433,90489,10516,"VR Golf Club Handle Accessory Compatible with Quest 2 - Simulate Real Golf Game Experience for Golf+, Walkabout Mini Golf, Golf5eclub - Quest 2 Accessories Attachment for Left/Right Touch Controller",4.168852925731898
191480,100496,7960,Glorious Mouse (Matte Black),4.43856005245267
191527,27638,5200,Subnautica (Xbox One),4.527207601065483
191583,16632,6313,DeHasion Wireless Switch Pro Controller for Nintendo Switch/Small Hands Kids Controller Gamepad Joypad/Joystick for Nintendo Switch Console Support Gyro Axis/ Turbo and Dual Vibration,4.282402466339328
191618,42799,8036,"HEYSTOP Case Compatible with Nintendo Switch Case Screen Protector,TPU Protective Heavy Duty Cover Case for Nintendo Switch with Shock Absorption and Anti-Scratch",4.472407878101472
191687,21820,5352,Sony PlayStation Classic Console Holiday 20 Games Bonus Bundle,4.15677741261334
191724,22887,7101,Fairy Tail (Nintendo Switch),4.410415188641141
191810,126067,6528,PXN 0082 Arcade Stick PC Street Fighter USB Arcade Stick for PS3/ PS4/ Xbox One/Xbox Series X/S/Switch/Window PC,4.157977380176915
191946,53349,10450,"CFORWARD Wireless Controller, Game Controller Compatible for Play3 Controller, Wireless Bluetooth Gamepad with Charger Cable Thumb Grips",4.35499657926056
192027,123522,4784,Override: Mech City Brawl - Super Charged Mega Edition - PlayStation 4,4.22730212317374
192180,24032,5226,"Bazaar bazaar.com 1179019 Phoenix Wright Ace Attorney 1, 2 & 3 (Import)",4.605567494093944
192186,45370,3439,Sega Genesis Flashback Gold - Electronic Games,4.214915985751702
192251,93136,8628,"leadjoy GameSir VX2 AimBox Game Console Keyboard and Mouse Adapter Wired Connection Converter Compatible with Nintendo Switch/Xbox Series X, Xbox One, PS4, PS5, with 3.5mm Audio",3.819602699056472
192397,81427,8694,HLRAO Pink PS4 Controller Skin Silicone Grip Protective Case for PS4/Slim/Pro 4 Controller + 8 FPS PRO Thumb Grips+2 Cute Pink Cat Paw Grips Caps.,4.137150153085564
192499,107317,8031,The Walking Dead: Onslaught (PS4),4.361543965625808
192628,23411,5368,"ASHATA 2.4G Wireless Mouse Car Mouse with USB Reciver 1600DPI Optical Mouse for PC Computer Laptop Tablet, High Precision Cute Mouse for Win XP/Vista/Win7/ME/2000/for Mac OS (Yellow)",4.110395885536807
192806,102695,6947,"Ssgamer Stereo Headset Adapter for Xbox One & Xbox Series X|S Controller - Headphone Adapter Adjust Volume, Mic,Audio Balance (Voice Chat & Game Sound) Directly",4.214290955098755
193004,4346,5696,Thumb Grips Joystick Cap Cover Soft Silicone Protective Skin Case for Nintendo Switch Joy-Con (Red),4.180934262079265
193114,111437,5646,"HyperX Cloud Alpha - Gaming Headset for PC, PS4, Xbox One & Nintendo Switch - Limited Edition White/Purple",4.470494195413021
193228,5488,5071,Hand Airbrushed Fade Custom Controller Compatible with Series X/S & One (Series X/S Green & Blue White Drip),4.4914704877052785
193233,117897,6822,GeekShare 4PCS Silicone Cat Paw JoyCon Thumb Grip Set Joystick Caps Compatible with Switch / OLED / Switch Lite (Lite Green),4.486445289739002
193238,103955,2855,Thrustmaster TR J12 Adapter for Thrustmaster flight and racing pedals (PC),4.446107938343861
193339,53683,6079,"Flydigi Wee2T Mobile Game Controller Telescopic for Android of MOBA Games, Compatible with Mobilephone of 3.5-6.3 Inch (75-165mm). Not Support iOS 13.4 and Above",3.8195876446988057
193341,64859,2276,Until Dawn (PS4),4.617133687665312
193358,34906,5952,Hollow Knight - Nintendo Switch,4.514989491551652
193620,28621,4549,"Mayfan PS4 Controller Wired, USB Wired PS4 Remote Controller Joystick Gamepad for Sony PS4 PlayStation 4",4.0649455465611455
193664,110757,10656,Yosikr Thumbsticks Joystick for Playstation 4 PS4 Controller with Cross Screwdriver + L2 R2 L1 R1 Trigger Replacement Parts + ABXY Bullet Buttons + D-pad + Small Spring (Balck),4.148575642850928
193679,76131,3889,BRHE Cool Silicone Protector Cover Case Anti-Slip Soft Comfort for Xbox 360 Controller Skin (Blue),4.419364149605788
193681,76131,9101,"2-Pack Xbox 360 Controller Rechargeable Battery (3600mAh) with Dual Charging Dock Charger Station Stand Base, fit for Xbox 360 Wireless Controller",4.28394819564736
193748,113067,3870,Call Of Duty Black Ops 3 III Zombie Chronicles HD (PS4),4.41268315854896
193783,85778,7813,"Dockable Clear Case for Nintendo Switch, FANPL Protective Case Cover for Nintendo Switch and Joy Con Controller- Crystal Clear",4.348256680163971
193794,27421,3857,"Gaming Keyboard and Mouse Combo with Headset, MFTEK Crack Backlit 3 Colors Keyboard, Wired Gaming Mouse, Lighted Gaming Headset with Microphone Set, 50mm Speaker Driver + Mouse Pad for PC Games",4.288929790101627
193875,40350,8653,Merdia Mechanical Keyboard Gaming Keyboard with Black Switch Wired White Backlit Keyboard Full Size 104 Keys US Layout (Black & Grey),4.367854699471829
193941,110218,9615,HORI Nintendo Switch Adventure Pack (Pokemon Legends: Arceus) Switch & Switch Lite Shoulder Bag Travel Case - Officially Licensed By Nintendo - Nintendo Switch;,4.649842533471223
193945,115657,10576,"PAWHITS Wireless Controller Compatible for 360 Double Motor Vibration Wireless Gamepad Gaming Joypad, Green",4.212599664858514
193958,105303,6200,Konami eFootball PES 2020 - PlayStation 4,4.353370525801325
193995,94773,8,The Beauty of Horror 1: A GOREgeous Coloring Book,4.778638039370998
194027,82262,4193,T POWER Ac Dc Adapter Charger for Sony Playstation VR Virtual Reality Headset Power Supply,4.438263365485827
194132,70932,7043,"PXN PC Racing Wheel Steering Wheel V900 Driving Simulator 270°/900° Rotation christmas gift Gaming Steering Wheel with Pedals for PC,Xbox One,Xbox Series S/X,PS4,PS3, Android TV",4.084290245269585
194198,60530,10589,"FENISIO Wired Mouse,USB Computer Mouse Backlit Ultra Silent Wired Mouse with 6400 DPI,Ergonomic LED Corded Mouse for PC,Laptop,Desktop,MacBook,Windows (Black)",4.498446202851652
194200,60530,3534,"ADZ Switch Stand, Adjustable Playstand Compatibe with Nintendo Switch Console, Portable Compact Play Stand Mount with 3 Height Settings",4.589424240932053
194202,60530,7851,"AC Adapter Charger for Nintendo Switch/Switch Lite, Fast Charging 15V 2.6A Power Cord Cable Compatible with TV Dock and Pro Controller…",4.520898418411071
